Text,Label
why use a web service with linq to sql?,18
How do I let my DBA pause and resume a stored procedure that is updating every row in a large table?,2
SAAS per seat authentication,15
How to use scalax.io.CommandLineParser?,13
How to fix a misconfiguration with Phusion Passenger and a VirtualHost directive?,4
SPCrossListQuery fails to bring back results,14
Is there a way to do full text search of all oracle packages and procedures?,2
Web test to edit a SharePoint pages properties using Visual Studio Test Suite,14
One SVN repository or many?,3
Is LINQ DOA?,18
"Only allow one entry per User in a List - ListReceiver ""Feature"" for a List?",14
Help with Magento Custom Module. Redirect to another module and return to checkout,20
How do I call a Sharepoint Webservice from a c# client using Kerberos authentication ?,14
Svn: added files but deleted few before committing: not able to commit now,3
Is there a way to do a reverse update with Subversion?,3
Best primary key data type for Linq to SQL,18
Place to store user settings in Sharepoint besides profiles,14
What Python bindings are there for CVS?,3
Oracle listener state blocked,2
Porting C++ code from Windows to the Mac,9
Why does Char(1) change to Char(3) when copying over an Oracle DBLINK?,2
How do you invoke the Visual Studio Preprocessor from the command line?,7
Can take be used in query expressions in c# linq?,18
SVN Repository Search,3
LinQ ORM Data Objects and Inheritance.,18
chroot + execvp + bash,10
Migrating MOSS 2007 from SQL 2000 to SQL 2005,14
How can I get my orderby to work using an anonymous type?,18
Using ASP.Net ajax library for cross browser Xml manipulation,15
"How can I perform a nested Join, Add, and Group in LINQ?",18
How do I delete a single row in Linq?,18
How to efficiently delete all files in a document library?,14
ORM Criteria Question,12
Hibernate CRUD à la Ruby on Rails' Scaffolding,12
Dealing with objects returned from cocoa convenience methods,8
"Is it true, visual studio can't handle fonts installed after it was ?",7
How to iterate over arguments in bash script,10
spring and interfaces,11
What are your biggest complaints about Sharepoint?,14
cannot re-install apache 2.2 services on XP through xampp,4
Scala combinator parsers - distinguish between number strings and variable strings,13
Scala syntax - pass string to object,13
SVN - Retrieving Useful Information,3
How to heighlight occurences of a search term in text in Visual Studio?,7
Ajax Tutorial,15
Library for browser based outliner,15
Oracle: how to add minutes to a timestamp?,2
SharePoint Visual Studio document upload Web Test fails with Connot close stream until all bytes are written,14
.htaccess require SSL for a particular URL,4
Tortoise SVN Author in Log File Missing,3
"How to make a reference to a cell of another sheet, when the sheet name is the value of a cell?",5
New folders are not uploaded in SVN,3
Authentication Subversion write-through proxy,3
Ribbon UI for Visual Studio 2010 or beyond?,7
Will installing the Visual Studio 2010 +Oslo CTP screw my Visual Studio 08 install?,7
What are the disadvantages of auto generating the clases in Hibernate,12
Spring & Hibernate EJB Events,12
How to export a part of SVN repository with dependencies?,3
Check permission on item in list,14
more efficent shell text manipulation,10
Can Ctrl+Backspace be made to work in VS2008's Solution Explorer?,7
Apache modrewrite .htaccess question,4
"Visual Studio ""Find"" results in ""No files were found to look in. Find stopped progress.""",7
Is this the correct step-by-step and organization for creating an SVN repo with multiple projects and vendors?,3
AJAX - Do I need to return a full HTML document on the server side?,15
Oracle single-table constant merge with CLOB using JDBC,2
"""Disable"" trasactions in Oracle",2
Reading text values into matlab variables from ASCII files,6
Apache .htaccess mod_rewrite and clean urls,4
SharePoint: Can I see the content of a document in the ItemAdding() event handler?,14
Adding Nodes to Tree via LINQ creates query operator not supported during runtim,18
404 Problem Running Visual Studio ASP.NET Unit Test,7
How to keep only necessary workbook in excel using powershell?,5
Change the customer password field Magento,20
Visual Studio - How to remove a reference in Release mode,7
how do you screen scrape ajax pages ?,15
"In SVN, how do I copy just the subdirectories of a directory to another directory?",3
Is there an easy way to clone the structure of a table in Oracle?,2
Create NSString by repeating another string a given number of times,8
Patching out CALLL by replacing with NOPs works in user space but not in kernel space,9
notification when alter occurs on oracle database,2
numericupdown control,7
How to insert the symbol 'Infinite' in Excel programmatically?,5
Efficient method to enumerate cells in an Excel workbook using c#,5
Mapping multi-Level inheritance in Hibernate,12
VisualStudio: How to save the obj folder somewhere else,7
How does Visual Studio's source control integration work with Perforce?,7
Share .obj files between different configurations,7
"How can I import a directory structure into SVN, keeping the file and folder modifed dates the same?",3
NSDateFormatter won't parse dates using locale settings?,8
Oracle Express Edition - Can not connect remotely (plus others),2
Excel VBA SVN Client / Integration,5
"How do I compress this Oracle resultset into values according to row priority, ignoring nulls?",2
Force Apache HTTPD to run in 32bit,9
Fastest way to insert replacement characters in Visual Studio,7
Is mod_rewrite a valid option for caching dynamic pages with Apache?,4
Wrap rows in Excel,5
Visual Studio&Source Control: How to have shared code?,7
How do I create a toolbar in an XLA document?,5
Better Understanding an OC4J Stack Trace,2
oracle procedure returns integer,2
Sharepoint 2007 NTLM issue with ASP.NET Web App hosted on Sharepoint server,14
Visual basic auto imports namespaces,7
Excel VBA: Identify invalid characters in text based cell,5
Add references to project when control dropped from Visual Studio 2008 toolbox,7
Reloving AliasRecord with relative path on a new volume,9
Question Adding a Web Reference for SharePoint in Visual Studio 2008,14
String manipulation with Excel - how to remove part of a string if another part is there?,5
How do you find the amount of free space on a mounted volume using Cocoa?,9
What is the best way to make files live using subversion on a production server?,3
How to move documents and list items in Windows SharePoint Services?,14
SVN recursive delete,3
Querying ManyToMany relationship with Hibernate Criteria,12
Running vc2008 debug builds on non-dev machines,7
Cocoa 10.5 multithread app runs slowly,9
Move Directory across SVN repository using Tortoise SVN,3
How to enable mod_dav_svn in the root directory of a server?,4
How do I calculate tables size in Oracle,2
Does it worth switching from Visual Studio 2005 to Visual Studio 2008 ?,7
How to find out when an Oracle table was updated the last time,2
have you tried the Spring Workflow alreay ?,11
"How do I check if a Sharepoint Document Library has the Require Approval flag set, using the Sharepoint API ?",14
Apache Whitelist reverse proxy,4
Subversion: Tag and commit modified files at once,3
What's the best type 4 Oracle JDBC driver?,2
LinqToEntities not retrieving child objects of an entity,18
"Round function in Excel, worksheet function vs VBA",5
How to add and compile for custom 'Platform' switch for visual studio projects?,7
FileNotFoundException with the SPSite constructor. What's the problem?,14
Compiling a .vbproj or .csproj project file without Visual Studio,7
Why can't I reference a user defined type field when using nested queries?,2
Spring configuration error,11
A better way of filling out an excel spreadsheet on a web server in ASP.NET than interop?,5
Accessing dynamically created stored procedure from LINQ,18
How do I programatically set the SharePoint's site collections Search Center property?,14
Visual Studio Solutions Folder as real Folders,7
Combining multiple SVN repositories into one,3
Creating an OS X Service,9
Linq to Sql: Multiple left outer joins,18
How do I set up radio buttons in Excel?,5
Microsft Enterprise Search - FAST,14
Editing Excel Spreadsheets easily with the SDK,5
Having some confusion with LINQ,18
Qt QGraphicsScene copy,16
What are alternatives to Objective-C for Mac programming?,8
Encoding of the AuthzSVNAccessFile,4
How do I theme Form API buttons in Drupal?,17
Session management using Hibernate in a Swing application,12
Code separation in AJAX applications,15
How to insert a record with LINQ and C# and return the Primary Key of that record,18
How do you add an index field to Linq results,18
How do I remember which way round PRIOR should go in CONNECT BY queries,2
Oracle - side-by-side schema update technology...is there any?,2
Multiple Cell Background Colors in Excel Spreadsheets,5
apache on windows virtual directory config help,4
What access does Apache 2.0 need in Windows Server 2003 in order to start as a service?,4
Oracle Transactions,2
What is the best way to merge a feature branch into the mainline in Subversion?,3
vs2008 publish problem with unmanaged dlls,7
UTF-8 URI explodes Apache & mod_rewrite,4
"In Matlab, how to change axis orientation?",6
"In the Visual Studio SQL editor, how do I get rid of the boxes?",7
PortalSiteMapProvider causing excessive SPRequest objects,14
How get VS HTML editor to default to single quotes?,7
Return a value from a insert statement.,2
